Region,Rainfall,Temperature,Soil_Moisture,Soil_pH,Nitrogen,Phosphorus,Potassium,Irrigation,Crop_Area,Fertilizer,Pesticide,Sunlight,Humidity,Altitude,Wind_Speed,Groundwater,Crop_Diversity,Mechanization,Yield_Variance,Avg_Yield,Date
Tamil Nadu,794.8360448315227,29,38.48752019099574,7.0,68.24995754693697,33.70321113163507,31.25152035023036,81.96432925536433,1013945.8061079832,200,12,9,71.33889141470534,193.21588008424007,9,11.632705564699158,0.7,0.7446903013759477,0.1520197548468734,4.071519422189099,2023-04-01
Bihar,1077.825907215827,26,53.69824309028199,6.7,70.20202332729431,34.02171350364797,39.22995975392942,67.16886224374369,5489.14296024584,175,,7.8,63.89788722926674,116.01073280504595,7,16.287304121121522,0.68,0.5948261304903517,0.23803198092019423,3.4158357041933227,2023/03/01
Haryana,561.6378636911563,25,,7.5,75.97333685365035,37.17924601517774,43.244417763117845,83.0640975097446,3514.0484851064834,210 USD,eleven,8.2,57.506673439781444,256.2978357951547,11,14.156791321370195,0.7,0.7652440669922835,0.19051587142559362,4.173212442215826,2023/02/01
Bihar,1111.0986498605607,26,52.85347678306884,6.7,71.0399604140166,33.9244869189753,36.871932103071,67.77736583396235,4759.089979637547,175,,7.8,68.3950499716631,120.207481978861,7,15.273273946853145,0.68,0.6155528365007927,0.24032892520925292,3.8042889801684843,2023/03/01
Telangana,862.5483021599,29,37.78070787886482,7.1,64.85986097930935,32.93012030128445,37.438098040216076,63.75002354453116,4145.212505268636,170,9,8.7,56.062117958813175,296.10609592786807,10,19.362663859324073,0.63,0.7139243024994171,,3.3641512099730244,2023-04-01
Punjab,686.7581442058198,24,41.55647428053424,7.2,78.6496869055558,38.002425460411004,45.983073448784054,92.94210561565082,4275.392003701644,9999 INR,12,8h,58.948223821193054,270.3195135753162,10,15.123222752206095,0.75,0.8803060337041181,0.15050805246635543,4.541263698783263,2023-01-01
West Bengal,1291.325379051418,25,60.46475779538786,6.5,80.98257836698374,37.8701614348669,40.466362065441515,72.60236730125074,4416.327791574225,190,11,7.5,,98.63108529673957,6,13.673653395440104,0.72,0.5836490729017857,0.18184241111678356,3.806280525614667,03/01/2023
Uttarakhand,,22,56.77538669963761,6.4,57.60207414612886,29.54733545191864,33.05560260271326,57.076536556528026,2107.3067013563227,price not available,8,7.2,67.90309274772022,1023.1148732890059,7,12.849497561785231,0.76,0.764253162408613,0.1645323752719055,3.260592990635565,2023-04-01
Chhattisgarh,1383.4653308006875,26,56.911358165888196,6.4,85.1168035207808,,43.54920848754016,61.934633615389494,3945.990115597621,175,9,7.5,70.77562045872102,210.21929855358366,7,14.283790160661411,0.72,0.6111508862870452,0.19250725544191047,3.2492466691798714,2023-04-01
punjab,722.8557561414166,,46.3166560115901,seven.two,73.15842456918536,37.820381346933445,44.28080198921266,95.93040449680036,4017.3316094762463,9999,12,8 hours,60.23865395753694,249.18928221199755,10,14.340955641431773,75%,0.8626983731060015,0.15750874315305996,4.21028457322032,01/01/23
Tamil Nadu,824.9882645114046,29,36.49685546502785,7.0,72.15032559838122,32.70844914554638,34.82092699765658,84.64623727601636,1003919.1944804196,200,12,9,70.8601293456532,203.376599405946,9,12.872073582763125,0.7,0.8436299167813393,0.1544408004640596,4.25657544617484,2023-04-01
Uttarakhand,,22,51.042866564259775,6.4,64.24637780791308,30.252537288591466,29.754556860902017,51.95891719880661,2349.341538898682,price not available,8,7.2,62.93680905644898,981.8647309331046,7,12.261237051339663,0.76,0.6810113764613211,0.18133640852807942,3.3964501773706344,2023-04-01
West Bengal,1326.8035190536243,25,62.38650239978305,6.5,77.35917291163163,37.97280161232564,40.10339936097949,76.97537547139297,4686.955767277822,190,11,7.5,,99.39048379335276,6,14.683083263095325,0.72,0.6587641478746085,0.17208675466864862,4.127622399868351,03/01/2023
Punjab,652.1741052876188,24,44.462940017218976,7.2,73.79797438995243,38.371085362444454,43.131078263429664,92.63408742770362,4127.855484211917,9999 INR,12,8h,55.89035158419593,250.6365841539883,10,15.731289383070212,0.75,0.8460328189286205,0.14562030671335618,4.315180442352935,2023-01-01
Rajasthan,-54.342085396263656,30,28.317438050807617,8.0,47.93622552069013,27.089895169651857,31.1864733281888,41.111137893515156,3511.2695057717187,140,8,,38.862762624543954,316.86362881221663,15,24.228333827843702,0.5,0.6361743807950697,0.2897276917554216,2.5164572929046702,2023.03.01
Tamil Nadu,777.1257595855096,29,36.77687782160389,7.0,66.5173199477395,33.472723118196555,35.6022261068007,81.49061578597238,1047451.3956523298,200,12,9,70.41299122828619,193.95880008123194,9,13.428825272168323,0.7,0.7806874113578586,0.1561843368433595,4.064808801617055,2023-04-01
Haryana,638.4787379625169,25,,7.5,76.52324848803781,36.14650043598642,42.839564225783946,81.91153047414062,3829.3402900407523,210 USD,eleven,8.2,55.222427422693954,232.69821282819416,11,14.30478812438371,0.7,0.8416046502216343,0.17915813851257506,4.327977461888812,2023/02/01
Karnataka,779.1244397987807,27,39.27414871513355,6.8,70.70911327473779,34.31624130451181,33.81020270684601,61.35090547707211,4220.210661983703,165,9,8.5,58.22765862642909,573.8865000749145,11,,0.65,0.7382481917203289,0.24512492603952654,3.4093264548543933,04/01/23
Chhattisgarh,1338.3692764085802,26,57.11692770485683,6.4,76.27612571820433,,45.42540288743882,57.935044247768744,4366.33691989533,175,9,7.5,79.02430739684152,202.71798148236178,7,14.567731482374013,0.72,0.6318127780476881,0.1789757794113926,3.6651296657138053,2023-04-01
Himachal Pradesh,1114.300009189579,,56.53702989316608,6.5,59.833672591605676,33.97657405686593,32.30826223041116,52.13583048980848,2136.5049380074693,140,7,7,66.4304768335247,1190.14120050688,6,9.458019115731277,0.75,0.6346097931829561,0.1604575825838795,3.5151288948785564,2023-04-01
Kerala,1766.2073011097712,26,65.18257831149725,5.8,88.18500790440822,43.70382817683582,43.3666067235092,71.38762820278201,3057.281417268003,210,13,6.5,78.48008875341067,-494.57078926610393,5,10.107728079871155,0.8,0.6427079235630814,0.20295150527513983,3.993820497453207,2023/04/01
Andhra Pradesh,939.0328289515409,28,41.12272161798406,6.9,64.83094554948012,32.255026761466524,39.550738884005476,75.01795706763947,3817.335898100451,185,10,8.5,62.67562535840869,146.94542516270656,9,16.47631530036744,0.68,,0.1886894462741326,3.888553715238668,01-Apr-2023
Tamil Nadu,792.8930223955493,29,39.12951171638728,7.0,69.27420613887284,36.925292555040485,39.527747939120516,83.31652297951842,996187.0592526163,200,12,9,69.26937595382385,197.74507676813326,9,11.754512566286488,0.7,0.8504229916718988,0.14149852490522932,4.062149010344106,2023-04-01
punjab,659.7808888507685,,45.39847319583821,seven.two,79.700126452129,41.20626015399596,44.831446395048836,93.7924188684503,4428.027427188121,9999,12,8 hours,54.982654694261,239.06719482715843,10,15.633754591405621,75%,0.8791255282664241,0.15132990397780333,4.55306875750837,01/01/23
Telangana,857.6741623070864,29,39.49283649392602,7.1,65.41741279381998,33.02647362683092,34.25643713731457,64.79893036045691,3774.1397025448773,170,9,8.7,59.49958055198587,303.68901930134166,10,20.217168677509658,0.63,0.6845948099920667,,3.459917155308045,2023-04-01
Chhattisgarh,1368.3287335409136,26,53.61719339015989,6.4,74.50954742037854,,45.975259967425465,55.88069286793896,4152.801160213288,175,9,7.5,69.29778223936165,192.58641853171443,7,13.626858302348268,0.72,0.5409530667528055,0.2038016189157174,3.6309104346765655,2023-04-01
Karnataka,789.0973325988996,27,44.03423285985597,6.8,65.24358489539398,33.36469819083147,37.21573225421319,60.12601587055901,3918.278672577238,165,9,8.5,61.96054943648571,600.0536879603013,11,,0.65,0.7489916570607236,0.22768535047022917,3.419365263011492,04/01/23
Madhya Pradesh,854.4996095963756,27,46.77258987867415,6.9,,30.34865962080737,37.00326153745781,65.5182217878824,5002.674297234877,170,9,8,61.09666075601583,310.0085736908191,10,15.87776387443027,0.62,0.6808653147183041,0.1935609161165203,3.4786274383212867,01-03-23
Kerala,1765.3317605092586,26,60.935981567958216,5.8,81.42907046663915,42.892526772517364,45.70058693062805,66.70626379337321,3147.423094996271,210,13,6.5,83.35499564778942,-502.54205443813686,5,11.01331613540002,0.8,0.5908872819774608,0.20107584829572964,3.9339568373480804,2023/04/01
Uttarakhand,,22,45.55772701378385,6.4,60.202845081271676,32.12836520288568,35.13734561604337,51.90810480522125,2184.0655722182814,price not available,8,7.2,67.98556444598972,977.7101744538372,7,12.817954128402436,0.76,0.5969880961274856,0.1759865541464556,3.2378286037592026,2023-04-01
Gujarat,568.6580288685926,29,32.05059961093427,14.5,56.51753378639348,26.673856678705572,33.13489533193631,57.294701479495835,3883.0098959798966,150,8,9,50.756759815877864,198.66159795435476,13,20.94163070111266,0.58,0.7519555383541654,0.30304531233933535,2.6952082884420614,2023-03-01
Karnataka,790.0005354605684,27,42.03085751475296,6.8,70.27133813011767,32.24594992841453,34.796922403567,57.50452451304082,4140.2404095791135,165,9,8.5,57.870037024854284,568.8630096038847,11,,0.65,0.7247912310924074,0.23173609208854118,3.347482589027212,04/01/23
Telangana,790.9700490895134,29,41.07028067660662,7.1,70.87354583580485,33.6288665569626,36.5166147326747,59.66476599499625,3760.7627044998317,170,9,8.7,57.2874959129701,280.86194491759977,10,20.325105507823334,0.63,0.6804160638168856,,3.5985507104942878,2023-04-01
Tamil Nadu,819.6427761711036,29,42.90819009091583,7.0,68.5188408128337,31.31234268436306,39.11039507702128,77.34749186346592,1027659.3329533098,200,12,9,63.88282342966456,199.22329961923373,9,11.438719311072822,0.7,0.8127090997316481,0.15436934628139554,4.221569227660457,2023-04-01
Karnataka,745.8847874988035,27,41.59134202434938,6.8,68.28140378184939,32.199269593468784,34.16944141926076,58.667053116805384,4607.357274569714,165,9,8.5,58.353685864683264,607.1338353652566,11,,0.65,0.7178406883382991,0.23278199952835638,3.59687447220127,04/01/23
Telangana,911.1332376760597,29,40.74798031155157,7.1,69.7138573644325,32.519661132888956,35.878967555618026,65.7347935320334,3462.955843116859,170,9,8.7,61.91714512505414,316.86948571033554,10,22.00432242023649,0.63,0.6582277421572077,,3.602177095777845,2023-04-01
West Bengal,1608.8366878916472,25,60.44249112829116,6.5,81.5000189039655,38.00069765758387,43.16354800576104,78.16578083786874,4432.957728361967,190,11,7.5,,94.31996001495948,6,13.311832473249183,0.72,0.642880538458406,0.1855551502062867,4.160171088439045,03/01/2023
Andhra Pradesh,874.1424964827418,28,43.17122404547163,6.9,67.6012693783413,36.12560266498597,37.9479408506278,69.65408758333113,4061.5308673885465,185,10,8.5,68.0130063561161,161.26617151882883,9,17.063906215800714,0.68,,0.18242585294015287,3.6914934369466823,01-Apr-2023
Chhattisgarh,1246.8389143534334,26,62.5517049549437,6.4,75.42502810426858,,41.12944435172364,56.03524579730068,4185.910685807707,175,9,7.5,74.79373587162021,188.22918223716871,7,12.887102704591209,0.72,0.5893261468539431,0.18691542303412859,3.8525568694571537,2023-04-01
Uttar Pradesh,904.2046019851106,26C,51.7042729408966,6.8,77.95451881366124,34.94440677018392,37.962885857930466,76.51839180803869,5242.786243473524,one eighty,10,7.5,66.8657451289745,153.77140441534144,8,17.313445678978646,0.65,0.7253324416639635,0.2417281471826101,,02-01-2023
West Bengal,1356.7279322417023,25,60.86942609996556,6.5,77.45254613538503,39.87807585871921,42.1232536092101,85.59030730309921,4496.238701809227,190,11,7.5,,96.22891379283129,6,13.920654946417695,0.72,0.6577257891473508,0.1730739617412267,4.421285249091461,03/01/2023
Kerala,1614.2324959392195,26,66.1022414466147,5.8,79.60230787574231,43.772294624291895,45.47735144394011,70.59627502291113,2744.786172937624,210,13,6.5,74.40462494619008,-506.5972976789794,5,10.518406201058875,0.8,0.5713495613764348,0.18782544340925983,3.9812212441082044,2023/04/01
Madhya Pradesh,930.1171445221527,27,46.43613801015013,6.9,,33.14444469077935,37.528914681464435,63.5916978619585,5009.420377115962,170,9,8,61.05375227054495,284.69633338975603,10,17.289642082612918,0.62,0.6734829521818602,0.20822027504650906,3.4088549519546154,01-03-23
Uttar Pradesh,863.4567144775533,26C,49.98870813137992,6.8,72.11702322120414,32.6582371738225,40.264419966444365,76.74360188287659,4889.205728400148,one eighty,10,7.5,64.10761697481982,141.5986276014536,8,18.61101628699555,0.65,0.6885351565852763,0.21955015915826817,,02-01-2023
Maharashtra,672.7899377772243,120,38.58221565904439,6.5,60.0623014914211,31.116181866314236,35.36791923130706,52.9311331763901,4688.417717152744,160,9,8.5h,54.41887108421186,374.56793063441654,12,20.860363195548565,0.6,0.6125320972924289,0.24467889304881246,3.4282357602635587,"March 1, 2023"
Uttar Pradesh,922.7169042307232,26C,52.14244325092276,6.8,65.59862882124828,32.859316285799004,39.494764381177774,67.75021675763861,4637.158862622676,one eighty,10,7.5,68.26516487111378,160.8096237823218,8,18.85275665657027,0.65,0.6775354383250259,0.22218766587036426,,02-01-2023
Maharashtra,658.0528484010384,120,36.992612059987074,6.5,64.29475441934267,31.089090260689744,36.217510299886214,54.96935702077163,4567.316846871853,160,9,8.5h,58.183881012769056,397.0231711023703,12,20.35819140321084,0.6,0.6372837134753709,0.2494896630114088,2.908376385025311,"March 1, 2023"
Rajasthan,-47.14751722788007,30,29.524186185974937,8.0,48.78547242941254,22.756867525651778,29.59183500572979,38.83244049999385,3361.241009197035,140,8,,43.64261303237201,303.59111212641733,15,25.32299637190635,0.5,0.6128739460669732,0.3032747292971718,2.5722609064778776,2023.03.01
Telangana,814.327820200738,29,42.50513199455359,7.1,62.63843613566076,34.19215109730127,35.513270566569716,65.59431219351829,3884.3336857214504,170,9,8.7,59.58771020096443,292.34861182139946,10,20.062987703755347,0.63,0.7010753485730935,,3.1469028858917456,2023-04-01
Andhra Pradesh,970.3506204947296,28,48.946572711364176,6.9,68.97100383984933,36.98145134437094,39.81336398871373,72.108347202605,4497.941570594986,185,10,8.5,67.30339744426094,149.0010168812122,9,16.518876130034407,0.68,,0.1980492831641883,3.9580580987418497,01-Apr-2023
Madhya Pradesh,845.7029788936654,27,43.584815637732504,6.9,,32.493684815976344,33.84676653230143,63.97447594649703,4534.9451529924245,170,9,8,60.09955455225492,293.40181255430355,10,18.05307643715852,0.62,0.6703264473587841,0.20712266034498325,3.636367760693055,01-03-23
Chhattisgarh,1333.514678235909,26,51.994991491868845,6.4,79.6229006594194,,43.832988667030584,58.10577105731546,4308.9172311191605,175,9,7.5,75.27497630601518,203.09940427027655,7,13.919373083713841,0.72,0.5493235227493796,0.19481940218016114,3.5513230552031767,2023-04-01
Uttar Pradesh,901.6848847801346,26C,52.89412216400453,6.8,69.25430360692694,32.68856559953625,42.46352295949274,73.46230169967485,4786.794242039033,one eighty,10,7.5,67.86233686271181,142.0860721868754,8,18.400746408176794,0.65,0.7748554001656236,0.21886662700469156,,02-01-2023
Haryana,630.5560368664312,25,,7.5,77.19186853702408,36.43957136783754,41.816691158946796,93.35458082184753,3774.633052889145,210 USD,eleven,8.2,58.802710448800795,261.32872440851804,11,13.95369416527624,0.7,0.8112816169648039,0.1904919697102042,4.110169683171431,2023/02/01
Madhya Pradesh,830.2383951384344,27,48.61060146975732,6.9,,33.03121566407429,36.87780012629726,63.15125647752569,4965.142959926721,170,9,8,56.03623293029162,293.247279617162,10,17.919514526053494,0.62,0.7180924330906159,0.20387932965906688,3.4317387788547316,01-03-23
Bihar,1069.7132130577963,26,55.71605007211061,6.7,69.93297945827251,36.5094322156851,39.1222942310626,71.55442934159277,4839.302500279117,175,,7.8,68.26537045227762,125.23573157557243,7,15.516205966104094,0.68,0.5572864941166482,0.24031602788624612,3.3999100589162796,2023/03/01
Madhya Pradesh,892.4554347730427,27,46.11268970043967,6.9,,31.834636598011265,39.68472116340717,63.73806317402152,4996.522197183567,170,9,8,58.74763457573225,320.6129710909617,10,16.9352723716533,0.62,0.6514625835683938,0.1954748113247741,3.6578216432389166,01-03-23
Haryana,579.8854324413004,25,,7.5,76.35309857605183,36.91578255965574,38.114299979638226,92.52918797092035,3895.1501352387745,210 USD,eleven,8.2,59.64195767510982,256.9761695184743,11,13.844433007759886,0.7,0.7416521274092027,0.18077105546593664,4.488957896485533,2023/02/01
punjab,673.8724831772199,,39.42272121979028,seven.two,84.80005722696492,42.20444800198681,45.354285430510274,89.48130995359593,4381.371493628432,9999,12,8 hours,65.74869500787308,240.80144550712825,10,14.624076195376983,75%,0.8218020866862285,0.1571106319524091,4.254520965318563,01/01/23
Chhattisgarh,1273.9198308602038,26,55.62833901469172,6.4,74.95433047869595,,40.264481272747716,62.17935029487143,4347.921182218206,175,9,7.5,75.4447992173543,208.90470266752249,7,13.867921641239448,0.72,0.5835514652836277,0.18605583554884034,3.362067069941675,2023-04-01
Assam,1925.0257602118327,25,67.89691501936146,5.5,85.27634157970024,44.99909131132705,48.9707110192771,,3191.942249925977,200,11,6,89.83313008661513,78.02459101715381,5,12.10585350684423,0.78,0.5327408273660859,0.1948100639974817,3.6640940428598836,2023-04-01
Kerala,1794.8183448767118,26,67.59598199026009,5.8,82.060170708734,42.75865338438012,45.69799963165458,66.48761399940096,2755.451756909285,210,13,6.5,81.49625977890598,-529.2780460346206,5,10.009156424467783,0.8,0.6291749822818075,0.19898580325428059,3.617118491275863,2023/04/01
Odisha,1275.879668815168,27,56.12232735366032,6.6,77.62405979161551,36.541327476481,790.7959760134314,64.95448393161638,4558.261461045213,180,10,7.8,73.87030125685908,126.06470680205402,8,14.14088626650316,0.7,0.6090927811950665,0.21878991728398142,3.886320720127581,2023-04-01
Telangana,790.221130609887,29,37.70079129744303,7.1,63.597582029989056,29.183003484582894,35.974309867130664,60.51969495600555,4084.8416699460013,170,9,8.7,60.36300414668421,286.0864363364977,10,22.39905623637414,0.63,0.6871145244472541,,3.2684846739217477,2023-04-01
Karnataka,793.5352191770351,27,42.17132792335197,6.8,72.03769871061311,36.09884825494783,35.59248247804285,58.195338392387455,4076.173086442199,165,9,8.5,58.46632855071361,568.8623330593595,11,,0.65,0.6726712105769689,0.23939491603780824,3.6588202952736792,04/01/23
Kerala,1817.9060813591423,26,66.4250709488793,5.8,83.54628910483507,38.205691302609566,46.28363809743439,70.25606868488651,2771.11616967421,210,13,6.5,81.01258409217377,-491.5768875145728,5,9.842858006458771,0.8,0.6405012624982674,0.2085941045279775,4.226504603830048,2023/04/01
Uttarakhand,,22,52.49329933664657,6.4,60.04284784010156,34.45813631055998,30.676578679912236,56.39907317829429,2129.0967202224765,price not available,8,7.2,74.80950211087146,1020.1136556297043,7,11.403954434732,0.76,0.6921528778590428,0.18346980970862362,3.2338398681473413,2023-04-01
Madhya Pradesh,885.0692230784804,27,44.2739732184089,6.9,,32.03418017068804,37.79120616120634,64.86848633907071,5098.707344548279,170,9,8,57.848147016000794,305.46258359053695,10,18.75174056615555,0.62,0.6493294217561961,0.1784609574461249,3.989885151646235,01-03-23
Gujarat,603.8886754721468,29,35.905115288606915,14.5,53.9929946845952,27.033020497260267,32.246746619003005,58.56905681453036,3976.110534442641,150,8,9,50.80927508412905,197.8861498413117,13,22.60855116376666,0.58,0.6970466433070762,0.3008805270445717,3.0959059482981632,2023-03-01
Gujarat,650.7733148926126,29,33.5592729124333,14.5,55.18053977559616,26.103242266849612,33.47696769634378,57.69008196504695,3930.053017207704,150,8,9,50.187621461799544,190.2461058003739,13,20.162783094223283,0.58,0.6427626236661306,0.29620381134322343,2.7616495334146416,2023-03-01
Maharashtra,614.3663837009817,120,35.76523363929861,6.5,59.778742806798014,30.226536323144835,35.525110896622174,55.39371439301871,4330.863375554031,160,9,8.5h,53.08503905210846,408.2670293229514,12,21.352845239555485,0.6,0.6542164712857602,0.2397869470071729,3.151100478784148,"March 1, 2023"
Uttar Pradesh,973.0308619636246,26C,51.85969910942673,6.8,65.58876948147757,35.963765672020884,38.41488670692408,69.70683271934877,5419.081525901547,one eighty,10,7.5,62.822163598702815,146.4898202217157,8,17.236163078721027,0.65,0.7137061370495034,0.20150790412801592,,02-01-2023
Karnataka,741.5802448141243,27,41.1380549030447,6.8,63.58495256481719,34.15313455234998,35.67225466332389,61.03459004270948,4226.639919662917,165,9,8.5,55.10330892055653,652.8800611051008,11,,0.65,0.7502391669459401,0.2527698283227398,3.6027558812187395,04/01/23
Andhra Pradesh,875.6853545802252,28,43.958517551847834,6.9,74.07241754483134,36.93154662069949,36.475194786875534,80.17970413283463,4096.800117898146,185,10,8.5,67.57200594311387,156.56192076249184,9,17.334661787827358,0.68,,0.18651828487423489,3.443670107238372,01-Apr-2023
Uttarakhand,,22,58.42954286569436,6.4,59.38754080886306,29.694427087558232,34.79838620148468,61.614694943261206,2336.326530592644,price not available,8,7.2,70.3470912378575,1020.0163707850102,7,11.42817675916277,0.76,0.6381934366297761,0.1636932884830534,3.1225343906270115,2023-04-01
punjab,677.2081013145745,,45.72239469836127,seven.two,80.16924155226589,37.5083819347152,41.43276398086487,88.39441912432494,4080.2469941979243,9999,12,8 hours,56.80092367578369,238.59490273837483,10,16.246579415173862,75%,0.8972128271694921,0.1376743194640143,4.4453244689959535,01/01/23
Rajasthan,-48.5986837450592,30,30.476048157723525,8.0,51.418978699701796,27.38909301463199,30.38757642305936,42.44995384011432,3381.376931216282,140,8,,37.47784387006427,313.1981915544409,15,25.148734289262936,0.5,0.6498792027281716,0.2919528965571565,2.479652652876301,2023.03.01
Karnataka,805.8492008259002,27,38.78003769231429,6.8,72.06465624836353,33.748798902531,35.0073352135162,61.8993679797892,3930.5293327083755,165,9,8.5,57.398433320594485,537.3632584611039,11,,0.65,0.6304237277706007,0.22954189948048387,3.3228330318511103,04/01/23
Maharashtra,661.8515195540946,120,39.520391164201804,6.5,60.161887814341235,30.367753835245,30.35688094550924,52.559330654693724,4544.177871199661,160,9,8.5h,58.207014905174496,419.2019118822976,12,21.054747751808762,0.6,0.6354345952713418,0.2357177169572943,3.06904858002748,"March 1, 2023"
punjab,594.123728303714,,42.26316387298073,seven.two,81.4987903261392,38.42474990925303,44.35277341552076,99.9544332882382,3901.8306389686545,9999,12,8 hours,59.450249240841586,252.5926062883814,10,14.373953207088904,75%,0.8639228899956666,0.14724693548832843,4.581360196847574,01/01/23
Punjab,673.288617618691,24,46.97975926642002,7.2,75.98423852657679,40.6061593211802,39.34502797103655,99.44451456565446,4029.896684359483,9999 INR,12,8h,58.9084286120418,253.6392479385626,10,15.629136365655622,0.75,0.8904602148530751,0.14627256241702458,4.364949485246878,2023-01-01
punjab,683.7262638922903,,45.24709742747554,seven.two,86.62224260178631,39.73766872826404,46.600042264231476,94.59109133197909,4127.327179272721,9999,12,8 hours,61.111178024899615,242.35838280712127,10,14.362813634719595,75%,0.7735775874959023,0.13909861878272303,4.051827211629096,01/01/23
punjab,603.8187399339942,,45.51345473360922,seven.two,81.58026574195728,39.13408626963173,44.76410142252878,104.80271308357803,4133.462458015151,9999,12,8 hours,51.8765619679468,253.5909849669076,10,14.57422543796156,75%,0.7577008416827118,0.1577506953323407,4.517085558244719,01/01/23
Himachal Pradesh,1173.7833579684295,,52.72061015371407,6.5,54.683423781418085,29.73183382744715,33.09600278130415,51.530522366532935,1933.3747779855264,140,7,7,61.43343361283209,1158.719469034885,6,10.004338757413242,0.75,0.6616326329306172,0.13543463508370285,3.118355338625121,2023-04-01
Himachal Pradesh,1161.940027848451,,49.89208389932526,6.5,62.39979246370072,27.67211905667458,32.22299722065096,51.886893266221776,2054.0396198939557,140,7,7,63.86063790549616,1195.3940359919957,6,9.463608695809414,0.75,0.6702665615551482,0.15214052479341741,3.015721829770864,2023-04-01
punjab,663.3056926667658,,41.61108004888074,seven.two,80.07296563112995,36.45253435556931,43.17112496137518,91.63362716966661,4047.9628745307114,9999,12,8 hours,63.27358123269569,250.69907369883836,10,14.453330964601138,75%,0.9155865551342959,0.1476006370481318,4.094163760475771,01/01/23
Uttarakhand,,22,54.76543517145751,6.4,67.76518815792184,31.44653985405154,35.080534616181694,57.05603400693678,2202.721130022806,price not available,8,7.2,63.948469896861866,1001.1023500964644,7,12.910158788943813,0.76,0.7225212011841733,0.16143408782139063,3.2627723052157607,2023-04-01
Himachal Pradesh,1104.4277920733534,,53.46703072243595,6.5,57.48036377047125,33.298092112313206,31.2376524685075,45.573206263999985,1854.0646239860484,140,7,7,66.91437550073299,1193.428155955124,6,10.54230444001952,0.75,0.5967931511150536,0.14406639455842196,3.3554005041569916,2023-04-01
Chhattisgarh,1342.5250190268707,26,60.29076379262149,6.4,75.97786408121024,,38.45387467488513,55.14363110275555,3992.96925996769,175,9,7.5,79.37051010400214,185.99873184794097,7,13.369130414709282,0.72,0.5565695179824581,0.20406291386855852,3.6825701425799013,2023-04-01
Himachal Pradesh,1231.7613761246505,,51.141280908400404,6.5,63.602558789120316,30.514323685289657,32.00298599033921,53.77974545370717,2032.1670341567963,140,7,7,64.96309544560751,1273.3240819957498,6,9.946637739722044,0.75,0.6744436436823413,0.15471195913932212,3.2409478219613845,2023-04-01
Karnataka,764.0996086846189,27,39.42748964086268,6.8,62.16863621655559,32.22709720910451,37.34244725410866,59.826060619632585,3911.876160528406,165,9,8.5,60.93003733722265,615.3410548044951,11,,0.65,0.6778869243137515,0.23343617423914478,3.264015613897089,04/01/23
Chhattisgarh,1285.8184831747058,26,59.25069111190209,6.4,75.56885581272496,,40.30276508696456,65.66761587989666,4237.601706985694,175,9,7.5,76.58878972263958,203.3324443723788,7,13.88317676807322,0.72,0.548878621806602,0.20676456868481438,3.4852511278727665,2023-04-01
Rajasthan,-48.30049015468498,30,30.22045462971054,8.0,51.30915284283901,24.09389668045264,30.78804134585536,41.50689204629142,3410.3004825893527,140,8,,38.559976425999274,298.88732127250864,15,24.139775773185594,0.5,0.6514488577646534,0.2985185487556043,2.5970491184224116,2023.03.01
Gujarat,580.8334137525699,29,36.5826400745881,14.5,59.92092962256267,27.327103170582973,31.78739602018102,59.46817611095172,3693.3646283133116,150,8,9,49.109889058469236,204.77877697122008,13,20.604749147990276,0.58,0.5977047293578713,0.28230965936819097,2.8239404433837203,2023-03-01
West Bengal,1490.2763250408505,25,62.29026117511604,6.5,80.2210822028572,36.29060792058469,42.758518927896034,77.01246868100735,4924.681385911045,190,11,7.5,,98.16420764077326,6,14.11355679467587,0.72,0.6827050867307283,0.18034528537916403,4.121038968383604,03/01/2023
Chhattisgarh,1164.449232941483,26,53.34334608792959,6.4,79.79165101680468,,37.90719262880948,60.98582027552772,3914.397247466265,175,9,7.5,72.11922366763447,195.64091764580814,7,13.87904250194808,0.72,0.6034879761488697,0.18951372331359367,3.438448791887779,2023-04-01
Gujarat,606.8299409794738,29,35.67781171697305,14.5,56.49687294248446,25.93090364769023,34.112310119352195,56.16919222937386,3828.0850826389587,150,8,9,51.522204650483374,208.528802280781,13,22.111783448350746,0.58,0.6908717360788136,0.2584013708152905,3.305987080855587,2023-03-01
Chhattisgarh,1355.2436470841305,26,61.24945833739408,6.4,83.20449616801741,,41.796069202434396,62.97672988458077,4063.650649293064,175,9,7.5,77.7710796925657,203.6105744024879,7,13.277999599095812,0.72,0.5966771832712883,0.20575081341327986,3.897607488245236,2023-04-01
Uttar Pradesh,897.2285139408423,26C,49.083547961784014,6.8,76.4145053211948,36.213515113821366,39.78461353142046,75.65835396833818,4906.708620191997,one eighty,10,7.5,64.6700848473448,148.8125508563105,8,16.91062093662121,0.65,0.6502972846402183,0.23532881732044678,,02-01-2023
Madhya Pradesh,908.0231605189501,27,51.31227758547485,6.9,,32.2549467316691,38.472625470778205,65.86933905803821,4697.982789664051,170,9,8,63.62967491240131,305.8698914422968,10,18.135479088373465,0.62,0.6036306603717048,0.186523616924647,3.4675304201709842,01-03-23
Bihar,1142.5600158398724,26,55.43653132762243,6.7,76.89190634391612,36.443483366569325,41.911977223816976,74.1409237325666,5353.506102302638,175,,7.8,72.26833979963226,125.9167953593547,7,16.904341995865366,0.68,0.5744284715544582,0.24224378818683429,3.6799544674971516,2023/03/01
